No,Device No1,Device No2,Category,Row_1,Row_2,Row_3,Row_4,Direct_Input,Confirm,Note
3442,M3442,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,ﾃﾞｰﾀ転送,試運転,,,ﾛﾎﾞｯﾄ   ﾃﾞｰﾀ転送試運転          ,
3443,M3443,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,ﾃﾞｰﾀ転送,前半,強度測定,,ﾛﾎﾞｯﾄ   ﾃﾞｰﾀ転送前半    強度測定,
3444,M3444,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,ﾃﾞｰﾀ転送,前半,湯口ﾌﾞﾛｰ,,ﾛﾎﾞｯﾄ   ﾃﾞｰﾀ転送前半    湯口ﾌﾞﾛｰ,
3445,M3445,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,ﾃﾞｰﾀ転送,後半,ｽﾄﾚｰﾅ,,ﾛﾎﾞｯﾄ   ﾃﾞｰﾀ転送後半    ｽﾄﾚｰﾅ   ,
3446,M3446,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,ﾃﾞｰﾀ転送,後半,強度測定,,ﾛﾎﾞｯﾄ   ﾃﾞｰﾀ転送後半    強度測定,
3447,M3447,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,,,,,ﾛﾎﾞｯﾄ                           ,
3448,M3448,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,,,,,ﾛﾎﾞｯﾄ                           ,
3449,M3449,,ﾛﾎﾞｯﾄｼﾞｮﾌﾞ選択,ﾛﾎﾞｯﾄ,,,,,ﾛﾎﾞｯﾄ                           ,
3450,M3450,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,ｼﾞｮﾌﾞ,起動信号,,,ﾛﾎﾞｯﾄ   ｼﾞｮﾌﾞ   起動信号        ,
3451,M3451,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,起動条件,重故障,発生中,,ﾛﾎﾞｯﾄ   起動条件重故障  発生中  ,
3452,M3452,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,起動条件,ｼﾞｮﾌﾞ,未選択,,ﾛﾎﾞｯﾄ   起動条件ｼﾞｮﾌﾞ   未選択  ,
3453,M3453,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,起動条件,KDM,干渉外,,ﾛﾎﾞｯﾄ   起動条件KDM     干渉外  ,
3454,M3454,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,起動条件,ｻｰﾎﾞｵﾌ,,,ﾛﾎﾞｯﾄ   起動条件ｻｰﾎﾞｵﾌ          ,
3455,M3455,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,起動条件,,,,ﾛﾎﾞｯﾄ   起動条件                ,
3456,M3456,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,起動条件,,,,ﾛﾎﾞｯﾄ   起動条件                ,
3457,M3457,,ﾛﾎﾞｯﾄ運転,ﾛﾎﾞｯﾄ,起動条件,,,,ﾛﾎﾞｯﾄ   起動条件                ,
